path,label,start,end,subject,cam,dataset,age_group,gender_presentation,monk_skin_tone,race_ethnicity_omb,bmi_band,height_band,environment_category,camera_shot,speed,camera_elevation,camera_azimuth,camera_distance
lie_down/lie_down_mi_161,6,0.798,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst1,aian,underweight,avg,indoor,static_wide,24fps_rt,low,left,medium
lie_down/lie_down_mi_162,5,0.0,5.063,-1,-1,of-syn,middle_aged_35_64,male,mst9,mena,obese,avg,outdoor,static_wide,std_rt,high,rear,far
lie_down/lie_down_mi_163,4,0.0,1.007,-1,-1,of-syn,middle_aged_35_64,female,mst10,mena,underweight,short,outdoor,static_wide,25fps_rt,high,rear,far
lie_down/lie_down_mi_163,5,1.007,3.142,-1,-1,of-syn,middle_aged_35_64,female,mst10,mena,underweight,short,outdoor,static_wide,25fps_rt,high,rear,far
lie_down/lie_down_mi_163,6,3.142,5.0625,-1,-1,of-syn,middle_aged_35_64,female,mst10,mena,underweight,short,outdoor,static_wide,25fps_rt,high,rear,far
lie_down/lie_down_mi_164,5,0.0,2.274,-1,-1,of-syn,middle_aged_35_64,male,mst3,black,obese,tall,indoor,static_medium_wide,25fps_rt,high,right,far
lie_down/lie_down_mi_164,6,2.274,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst3,black,obese,tall,indoor,static_medium_wide,25fps_rt,high,right,far
lie_down/lie_down_mi_165,5,0.0,2.44,-1,-1,of-syn,middle_aged_35_64,male,mst2,nhpi,overweight,avg,outdoor,static_wide,std_rt,eye,front,far
lie_down/lie_down_mi_165,6,2.44,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst2,nhpi,overweight,avg,outdoor,static_wide,std_rt,eye,front,far
lie_down/lie_down_mi_166,5,0.0,4.199,-1,-1,of-syn,middle_aged_35_64,female,mst8,aian,underweight,short,indoor,static_wide,std_rt,eye,front,medium
lie_down/lie_down_mi_166,6,4.199,5.0625,-1,-1,of-syn,middle_aged_35_64,female,mst8,aian,underweight,short,indoor,static_wide,std_rt,eye,front,medium
lie_down/lie_down_mi_167,5,0.0,1.187,-1,-1,of-syn,middle_aged_35_64,male,mst2,hispanic_latino,overweight,short,outdoor,static_medium_wide,25fps_rt,eye,front,far
lie_down/lie_down_mi_167,6,1.187,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst2,hispanic_latino,overweight,short,outdoor,static_medium_wide,25fps_rt,eye,front,far
lie_down/lie_down_mi_168,11,0.0,2.978,-1,-1,of-syn,middle_aged_35_64,male,mst4,nhpi,normal,avg,outdoor,static_wide,25fps_rt,eye,rear,far
lie_down/lie_down_mi_168,5,2.978,4.569,-1,-1,of-syn,middle_aged_35_64,male,mst4,nhpi,normal,avg,outdoor,static_wide,25fps_rt,eye,rear,far
lie_down/lie_down_mi_168,6,4.569,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst4,nhpi,normal,avg,outdoor,static_wide,25fps_rt,eye,rear,far
lie_down/lie_down_mi_169,5,0.0,2.75573,-1,-1,of-syn,middle_aged_35_64,female,mst7,nhpi,normal,tall,outdoor,static_wide,30fps_rt,low,rear,medium
lie_down/lie_down_mi_169,6,2.756,5.0625,-1,-1,of-syn,middle_aged_35_64,female,mst7,nhpi,normal,tall,outdoor,static_wide,30fps_rt,low,rear,medium
lie_down/lie_down_mi_170,5,0.0,5.063,-1,-1,of-syn,middle_aged_35_64,female,mst1,hispanic_latino,normal,tall,outdoor,static_wide,std_rt,eye,front,medium
lie_down/lie_down_mi_171,5,0.0,5.063,-1,-1,of-syn,middle_aged_35_64,female,mst5,aian,obese,short,indoor,static_wide,25fps_rt,eye,left,medium
lie_down/lie_down_mi_172,5,0.0,5.063,-1,-1,of-syn,middle_aged_35_64,female,mst3,nhpi,obese,short,outdoor,static_medium_wide,24fps_rt,eye,front,far
lie_down/lie_down_mi_173,5,0.0,5.063,-1,-1,of-syn,middle_aged_35_64,male,mst7,aian,normal,short,outdoor,static_wide,25fps_rt,low,front,medium
lie_down/lie_down_mi_174,3,0.0,1.192,-1,-1,of-syn,middle_aged_35_64,male,mst6,nhpi,underweight,short,outdoor,static_wide,30fps_rt,top,right,medium
lie_down/lie_down_mi_174,5,1.192,3.832,-1,-1,of-syn,middle_aged_35_64,male,mst6,nhpi,underweight,short,outdoor,static_wide,30fps_rt,top,right,medium
lie_down/lie_down_mi_174,6,3.832,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst6,nhpi,underweight,short,outdoor,static_wide,30fps_rt,top,right,medium
lie_down/lie_down_mi_175,5,0.0,5.0625,-1,-1,of-syn,middle_aged_35_64,female,mst10,nhpi,normal,short,indoor,static_wide,30fps_rt,eye,front,medium
lie_down/lie_down_mi_176,5,0.0,3.968,-1,-1,of-syn,middle_aged_35_64,female,mst1,aian,overweight,short,outdoor,static_wide,std_rt,top,front,medium
lie_down/lie_down_mi_176,6,3.968,5.063,-1,-1,of-syn,middle_aged_35_64,female,mst1,aian,overweight,short,outdoor,static_wide,std_rt,top,front,medium
lie_down/lie_down_mi_177,5,0.0,3.815,-1,-1,of-syn,middle_aged_35_64,female,mst10,nhpi,underweight,avg,indoor,static_wide,std_rt,eye,rear,medium
lie_down/lie_down_mi_177,6,3.815,5.0625,-1,-1,of-syn,middle_aged_35_64,female,mst10,nhpi,underweight,avg,indoor,static_wide,std_rt,eye,rear,medium
lie_down/lie_down_mi_178,5,0.0,3.231,-1,-1,of-syn,middle_aged_35_64,male,mst1,white,obese,avg,outdoor,static_wide,30fps_rt,eye,left,far
lie_down/lie_down_mi_178,6,3.231,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst1,white,obese,avg,outdoor,static_wide,30fps_rt,eye,left,far
lie_down/lie_down_mi_179,5,0.0,2.018,-1,-1,of-syn,middle_aged_35_64,male,mst5,aian,normal,short,outdoor,static_wide,24fps_rt,low,right,far
lie_down/lie_down_mi_179,6,2.018,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst5,aian,normal,short,outdoor,static_wide,24fps_rt,low,right,far
lie_down/lie_down_mi_180,3,0.0,1.119,-1,-1,of-syn,middle_aged_35_64,female,mst3,white,obese,tall,outdoor,static_wide,24fps_rt,eye,right,medium
lie_down/lie_down_mi_180,5,1.119,2.088,-1,-1,of-syn,middle_aged_35_64,female,mst3,white,obese,tall,outdoor,static_wide,24fps_rt,eye,right,medium
lie_down/lie_down_mi_180,6,2.088,5.0625,-1,-1,of-syn,middle_aged_35_64,female,mst3,white,obese,tall,outdoor,static_wide,24fps_rt,eye,right,medium
lie_down/lie_down_mi_181,5,0.0,2.523,-1,-1,of-syn,middle_aged_35_64,male,mst1,asian,overweight,short,outdoor,static_wide,std_rt,eye,right,medium
lie_down/lie_down_mi_181,6,2.523,3.62,-1,-1,of-syn,middle_aged_35_64,male,mst1,asian,overweight,short,outdoor,static_wide,std_rt,eye,right,medium
lie_down/lie_down_mi_181,7,3.62,4.582,-1,-1,of-syn,middle_aged_35_64,male,mst1,asian,overweight,short,outdoor,static_wide,std_rt,eye,right,medium
lie_down/lie_down_mi_181,5,4.582,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst1,asian,overweight,short,outdoor,static_wide,std_rt,eye,right,medium
lie_down/lie_down_mi_182,5,0.0,2.232,-1,-1,of-syn,middle_aged_35_64,male,mst2,nhpi,obese,tall,indoor,static_medium_wide,std_rt,low,right,medium
lie_down/lie_down_mi_182,6,2.232,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst2,nhpi,obese,tall,indoor,static_medium_wide,std_rt,low,right,medium
lie_down/lie_down_mi_183,5,0.0,3.56412,-1,-1,of-syn,middle_aged_35_64,female,mst4,mena,obese,avg,indoor,static_wide,std_rt,eye,left,far
lie_down/lie_down_mi_183,6,3.564,5.0625,-1,-1,of-syn,middle_aged_35_64,female,mst4,mena,obese,avg,indoor,static_wide,std_rt,eye,left,far
lie_down/lie_down_mi_184,5,0.0,1.811,-1,-1,of-syn,middle_aged_35_64,female,mst6,black,underweight,tall,indoor,static_wide,25fps_rt,eye,left,far
lie_down/lie_down_mi_184,6,1.811,5.0625,-1,-1,of-syn,middle_aged_35_64,female,mst6,black,underweight,tall,indoor,static_wide,25fps_rt,eye,left,far
lie_down/lie_down_mi_185,5,0.0,1.248,-1,-1,of-syn,middle_aged_35_64,male,mst4,mena,obese,avg,outdoor,static_medium_wide,30fps_rt,top,right,far
lie_down/lie_down_mi_185,6,1.248,5.063,-1,-1,of-syn,middle_aged_35_64,male,mst4,mena,obese,avg,outdoor,static_medium_wide,30fps_rt,top,right,far
lie_down/lie_down_mi_186,5,0.0,4.317,-1,-1,of-syn,middle_aged_35_64,female,mst3,black,overweight,tall,indoor,static_wide,25fps_rt,high,rear,medium
lie_down/lie_down_mi_186,6,4.317,5.0625,-1,-1,of-syn,middle_aged_35_64,female,mst3,black,overweight,tall,indoor,static_wide,25fps_rt,high,rear,medium
lie_down/lie_down_mi_187,5,0.0,3.896,-1,-1,of-syn,middle_aged_35_64,female,mst9,mena,underweight,short,outdoor,static_wide,24fps_rt,low,front,medium
lie_down/lie_down_mi_187,6,3.896,5.0625,-1,-1,of-syn,middle_aged_35_64,female,mst9,mena,underweight,short,outdoor,static_wide,24fps_rt,low,front,medium
lie_down/lie_down_mi_188,5,0.0,5.063,-1,-1,of-syn,middle_aged_35_64,female,mst8,mena,normal,short,indoor,static_wide,25fps_rt,high,left,medium
lie_down/lie_down_mi_189,5,0.0,2.465,-1,-1,of-syn,middle_aged_35_64,female,mst1,white,obese,tall,indoor,static_wide,30fps_rt,eye,right,medium
lie_down/lie_down_mi_189,6,2.465,5.0625,-1,-1,of-syn,middle_aged_35_64,female,mst1,white,obese,tall,indoor,static_wide,30fps_rt,eye,right,medium
lie_down/lie_down_mi_190,5,0.0,2.389,-1,-1,of-syn,middle_aged_35_64,male,mst1,aian,overweight,tall,outdoor,static_wide,std_rt,low,left,medium
lie_down/lie_down_mi_190,6,2.389,5.063,-1,-1,of-syn,middle_aged_35_64,male,mst1,aian,overweight,tall,outdoor,static_wide,std_rt,low,left,medium
lie_down/lie_down_mi_191,5,0.0,3.55,-1,-1,of-syn,middle_aged_35_64,female,mst5,aian,normal,tall,outdoor,static_wide,std_rt,low,front,medium
lie_down/lie_down_mi_191,6,3.55,5.063,-1,-1,of-syn,middle_aged_35_64,female,mst5,aian,normal,tall,outdoor,static_wide,std_rt,low,front,medium
lie_down/lie_down_mi_192,5,0.0,4.142,-1,-1,of-syn,middle_aged_35_64,male,mst1,asian,overweight,avg,outdoor,static_wide,24fps_rt,top,rear,medium
lie_down/lie_down_mi_192,6,4.142,5.063,-1,-1,of-syn,middle_aged_35_64,male,mst1,asian,overweight,avg,outdoor,static_wide,24fps_rt,top,rear,medium
lie_down/lie_down_mi_193,5,0.0,5.063,-1,-1,of-syn,middle_aged_35_64,female,mst10,mena,obese,avg,indoor,static_wide,24fps_rt,top,rear,far
lie_down/lie_down_mi_194,5,0.0,1.265,-1,-1,of-syn,middle_aged_35_64,male,mst5,asian,overweight,tall,outdoor,static_medium_wide,24fps_rt,high,right,medium
lie_down/lie_down_mi_194,6,1.265,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst5,asian,overweight,tall,outdoor,static_medium_wide,24fps_rt,high,right,medium
lie_down/lie_down_mi_195,3,0.0,1.0,-1,-1,of-syn,middle_aged_35_64,female,mst1,white,normal,tall,indoor,static_medium_wide,30fps_rt,low,front,medium
lie_down/lie_down_mi_195,4,1.0,2.0,-1,-1,of-syn,middle_aged_35_64,female,mst1,white,normal,tall,indoor,static_medium_wide,30fps_rt,low,front,medium
lie_down/lie_down_mi_195,5,2.0,4.463,-1,-1,of-syn,middle_aged_35_64,female,mst1,white,normal,tall,indoor,static_medium_wide,30fps_rt,low,front,medium
lie_down/lie_down_mi_195,6,4.466,5.063,-1,-1,of-syn,middle_aged_35_64,female,mst1,white,normal,tall,indoor,static_medium_wide,30fps_rt,low,front,medium
lie_down/lie_down_mi_196,5,0.0,1.867,-1,-1,of-syn,middle_aged_35_64,female,mst5,white,obese,short,outdoor,static_wide,30fps_rt,top,rear,medium
lie_down/lie_down_mi_196,6,1.867,5.063,-1,-1,of-syn,middle_aged_35_64,female,mst5,white,obese,short,outdoor,static_wide,30fps_rt,top,rear,medium
lie_down/lie_down_mi_197,5,0.0,5.063,-1,-1,of-syn,middle_aged_35_64,female,mst3,mena,underweight,avg,outdoor,static_wide,30fps_rt,low,left,far
lie_down/lie_down_mi_198,5,0.0,2.557,-1,-1,of-syn,middle_aged_35_64,female,mst5,white,underweight,tall,indoor,static_wide,std_rt,low,right,medium
lie_down/lie_down_mi_198,6,2.557,5.063,-1,-1,of-syn,middle_aged_35_64,female,mst5,white,underweight,tall,indoor,static_wide,std_rt,low,right,medium
lie_down/lie_down_mi_199,5,0.0,3.422,-1,-1,of-syn,middle_aged_35_64,male,mst6,mena,normal,short,outdoor,static_wide,25fps_rt,eye,right,medium
lie_down/lie_down_mi_199,6,3.422,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst6,mena,normal,short,outdoor,static_wide,25fps_rt,eye,right,medium
lie_down/lie_down_mi_200,5,0.0,4.26,-1,-1,of-syn,middle_aged_35_64,male,mst6,black,underweight,avg,outdoor,static_wide,25fps_rt,high,rear,far
lie_down/lie_down_mi_200,6,4.26,5.0625,-1,-1,of-syn,middle_aged_35_64,male,mst6,black,underweight,avg,outdoor,static_wide,25fps_rt,high,rear,far
lie_down/lie_down_te_001,5,0.0,4.2204,-1,-1,of-syn,teenagers_13_17,male,mst10,black,underweight,tall,outdoor,static_wide,24fps_rt,high,rear,medium
lie_down/lie_down_te_001,6,4.22,5.063,-1,-1,of-syn,teenagers_13_17,male,mst10,black,underweight,tall,outdoor,static_wide,24fps_rt,high,rear,medium
lie_down/lie_down_te_002,5,0.0,2.26891,-1,-1,of-syn,teenagers_13_17,female,mst8,asian,overweight,short,outdoor,static_medium_wide,std_rt,eye,front,far
lie_down/lie_down_te_002,6,2.269,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst8,asian,overweight,short,outdoor,static_medium_wide,std_rt,eye,front,far
lie_down/lie_down_te_003,5,0.0,3.055,-1,-1,of-syn,teenagers_13_17,male,mst4,mena,overweight,avg,outdoor,static_medium_wide,24fps_rt,top,front,medium
lie_down/lie_down_te_003,6,3.055,5.063,-1,-1,of-syn,teenagers_13_17,male,mst4,mena,overweight,avg,outdoor,static_medium_wide,24fps_rt,top,front,medium
lie_down/lie_down_te_004,5,0.0,5.063,-1,-1,of-syn,teenagers_13_17,female,mst8,aian,underweight,short,outdoor,static_wide,25fps_rt,eye,right,far
lie_down/lie_down_te_005,5,0.0,5.0625,-1,-1,of-syn,teenagers_13_17,male,mst7,hispanic_latino,normal,short,indoor,static_wide,25fps_rt,top,rear,medium
lie_down/lie_down_te_006,5,0.0,5.063,-1,-1,of-syn,teenagers_13_17,female,mst2,aian,normal,tall,outdoor,static_wide,25fps_rt,top,rear,medium
lie_down/lie_down_te_007,3,0.0,2.56146,-1,-1,of-syn,teenagers_13_17,female,mst4,black,obese,tall,outdoor,static_wide,25fps_rt,eye,right,medium
lie_down/lie_down_te_007,5,2.55348,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst4,black,obese,tall,outdoor,static_wide,25fps_rt,eye,right,medium
lie_down/lie_down_te_008,5,0.0,2.1971,-1,-1,of-syn,teenagers_13_17,female,mst1,hispanic_latino,obese,tall,outdoor,static_medium_wide,std_rt,low,front,far
lie_down/lie_down_te_008,6,2.1971,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst1,hispanic_latino,obese,tall,outdoor,static_medium_wide,std_rt,low,front,far
lie_down/lie_down_te_009,5,0.0,4.358,-1,-1,of-syn,teenagers_13_17,male,mst10,hispanic_latino,overweight,short,outdoor,static_wide,30fps_rt,low,front,medium
lie_down/lie_down_te_009,6,4.358,5.063,-1,-1,of-syn,teenagers_13_17,male,mst10,hispanic_latino,overweight,short,outdoor,static_wide,30fps_rt,low,front,medium
lie_down/lie_down_te_010,5,0.0,1.8,-1,-1,of-syn,teenagers_13_17,male,mst2,asian,obese,tall,indoor,static_wide,24fps_rt,eye,front,medium
lie_down/lie_down_te_010,6,1.8,5.0625,-1,-1,of-syn,teenagers_13_17,male,mst2,asian,obese,tall,indoor,static_wide,24fps_rt,eye,front,medium
lie_down/lie_down_te_011,5,0.0,5.063,-1,-1,of-syn,teenagers_13_17,male,mst1,black,overweight,tall,indoor,static_wide,25fps_rt,low,front,far
lie_down/lie_down_te_012,5,0.0,2.699,-1,-1,of-syn,teenagers_13_17,male,mst2,hispanic_latino,normal,tall,indoor,static_wide,30fps_rt,eye,front,medium
lie_down/lie_down_te_012,6,2.699,5.0625,-1,-1,of-syn,teenagers_13_17,male,mst2,hispanic_latino,normal,tall,indoor,static_wide,30fps_rt,eye,front,medium
lie_down/lie_down_te_013,5,0.0,2.205,-1,-1,of-syn,teenagers_13_17,female,mst3,mena,underweight,avg,outdoor,static_wide,24fps_rt,high,left,medium
lie_down/lie_down_te_013,6,2.205,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst3,mena,underweight,avg,outdoor,static_wide,24fps_rt,high,left,medium
lie_down/lie_down_te_014,4,0.0,0.94866,-1,-1,of-syn,teenagers_13_17,female,mst4,mena,underweight,tall,outdoor,static_wide,24fps_rt,low,rear,medium
lie_down/lie_down_te_014,5,0.94866,2.857,-1,-1,of-syn,teenagers_13_17,female,mst4,mena,underweight,tall,outdoor,static_wide,24fps_rt,low,rear,medium
lie_down/lie_down_te_014,6,2.857,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst4,mena,underweight,tall,outdoor,static_wide,24fps_rt,low,rear,medium
lie_down/lie_down_te_015,5,0.0,4.241,-1,-1,of-syn,teenagers_13_17,male,mst3,hispanic_latino,normal,short,outdoor,static_wide,24fps_rt,top,right,medium
lie_down/lie_down_te_015,6,4.241,5.063,-1,-1,of-syn,teenagers_13_17,male,mst3,hispanic_latino,normal,short,outdoor,static_wide,24fps_rt,top,right,medium
lie_down/lie_down_te_016,5,0.0,1.799,-1,-1,of-syn,teenagers_13_17,female,mst2,asian,overweight,avg,outdoor,static_medium_wide,25fps_rt,top,rear,far
lie_down/lie_down_te_016,6,1.799,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst2,asian,overweight,avg,outdoor,static_medium_wide,25fps_rt,top,rear,far
lie_down/lie_down_te_017,5,0.0,5.063,-1,-1,of-syn,teenagers_13_17,male,mst8,asian,obese,avg,outdoor,static_wide,25fps_rt,top,left,far
lie_down/lie_down_te_018,3,0.0,1.017,-1,-1,of-syn,teenagers_13_17,female,mst6,mena,normal,avg,outdoor,static_wide,30fps_rt,eye,rear,far
lie_down/lie_down_te_018,4,1.017,1.231,-1,-1,of-syn,teenagers_13_17,female,mst6,mena,normal,avg,outdoor,static_wide,30fps_rt,eye,rear,far
lie_down/lie_down_te_018,5,1.231,3.131,-1,-1,of-syn,teenagers_13_17,female,mst6,mena,normal,avg,outdoor,static_wide,30fps_rt,eye,rear,far
lie_down/lie_down_te_018,6,3.131,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst6,mena,normal,avg,outdoor,static_wide,30fps_rt,eye,rear,far
lie_down/lie_down_te_019,5,0.0,3.155,-1,-1,of-syn,teenagers_13_17,female,mst1,mena,overweight,tall,outdoor,static_wide,25fps_rt,top,front,far
lie_down/lie_down_te_019,6,3.155,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst1,mena,overweight,tall,outdoor,static_wide,25fps_rt,top,front,far
lie_down/lie_down_te_020,5,0.0,1.83274,-1,-1,of-syn,teenagers_13_17,female,mst10,nhpi,overweight,short,outdoor,static_wide,24fps_rt,eye,right,medium
lie_down/lie_down_te_020,6,1.83008,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst10,nhpi,overweight,short,outdoor,static_wide,24fps_rt,eye,right,medium
lie_down/lie_down_te_021,5,0.0,3.918,-1,-1,of-syn,teenagers_13_17,female,mst10,aian,obese,tall,outdoor,static_wide,25fps_rt,top,rear,far
lie_down/lie_down_te_021,6,3.918,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst10,aian,obese,tall,outdoor,static_wide,25fps_rt,top,rear,far
lie_down/lie_down_te_022,5,0.0,1.934,-1,-1,of-syn,teenagers_13_17,female,mst7,nhpi,underweight,short,indoor,static_wide,25fps_rt,low,rear,far
lie_down/lie_down_te_022,6,1.934,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst7,nhpi,underweight,short,indoor,static_wide,25fps_rt,low,rear,far
lie_down/lie_down_te_023,5,0.0,1.621,-1,-1,of-syn,teenagers_13_17,female,mst8,mena,normal,avg,outdoor,static_wide,25fps_rt,high,right,far
lie_down/lie_down_te_023,6,1.621,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst8,mena,normal,avg,outdoor,static_wide,25fps_rt,high,right,far
lie_down/lie_down_te_024,5,0.0,1.60667,-1,-1,of-syn,teenagers_13_17,male,mst10,hispanic_latino,normal,tall,outdoor,static_wide,24fps_rt,high,rear,far
lie_down/lie_down_te_024,6,1.60667,5.0625,-1,-1,of-syn,teenagers_13_17,male,mst10,hispanic_latino,normal,tall,outdoor,static_wide,24fps_rt,high,rear,far
lie_down/lie_down_te_025,5,0.0,3.461,-1,-1,of-syn,teenagers_13_17,female,mst2,white,underweight,tall,outdoor,static_wide,25fps_rt,high,left,far
lie_down/lie_down_te_025,6,3.461,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst2,white,underweight,tall,outdoor,static_wide,25fps_rt,high,left,far
lie_down/lie_down_te_026,5,0.0,1.208,-1,-1,of-syn,teenagers_13_17,female,mst7,black,underweight,avg,indoor,static_wide,30fps_rt,top,front,medium
lie_down/lie_down_te_026,6,1.208,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst7,black,underweight,avg,indoor,static_wide,30fps_rt,top,front,medium
lie_down/lie_down_te_027,5,0.0,2.223,-1,-1,of-syn,teenagers_13_17,male,mst4,nhpi,underweight,tall,indoor,static_wide,30fps_rt,top,front,far
lie_down/lie_down_te_027,6,2.223,5.0625,-1,-1,of-syn,teenagers_13_17,male,mst4,nhpi,underweight,tall,indoor,static_wide,30fps_rt,top,front,far
lie_down/lie_down_te_028,5,0.0,2.407,-1,-1,of-syn,teenagers_13_17,female,mst10,asian,overweight,avg,indoor,static_medium_wide,25fps_rt,eye,rear,medium
lie_down/lie_down_te_028,6,2.407,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst10,asian,overweight,avg,indoor,static_medium_wide,25fps_rt,eye,rear,medium
lie_down/lie_down_te_029,5,0.0,4.34,-1,-1,of-syn,teenagers_13_17,female,mst4,black,underweight,tall,outdoor,static_wide,30fps_rt,low,left,far
lie_down/lie_down_te_029,6,4.34,5.063,-1,-1,of-syn,teenagers_13_17,female,mst4,black,underweight,tall,outdoor,static_wide,30fps_rt,low,left,far
lie_down/lie_down_te_030,5,0.0,3.464,-1,-1,of-syn,teenagers_13_17,female,mst9,mena,overweight,short,outdoor,static_wide,24fps_rt,low,right,far
lie_down/lie_down_te_030,6,3.464,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst9,mena,overweight,short,outdoor,static_wide,24fps_rt,low,right,far
lie_down/lie_down_te_031,5,0.0,4.392,-1,-1,of-syn,teenagers_13_17,male,mst1,asian,overweight,short,indoor,static_wide,30fps_rt,low,front,medium
lie_down/lie_down_te_031,6,4.392,5.063,-1,-1,of-syn,teenagers_13_17,male,mst1,asian,overweight,short,indoor,static_wide,30fps_rt,low,front,medium
lie_down/lie_down_te_032,5,0.0,2.15,-1,-1,of-syn,teenagers_13_17,female,mst8,nhpi,underweight,avg,indoor,static_wide,24fps_rt,low,left,medium
lie_down/lie_down_te_032,6,2.15,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst8,nhpi,underweight,avg,indoor,static_wide,24fps_rt,low,left,medium
lie_down/lie_down_te_033,5,0.0,2.35,-1,-1,of-syn,teenagers_13_17,male,mst2,hispanic_latino,obese,short,indoor,static_wide,25fps_rt,low,rear,far
lie_down/lie_down_te_033,6,2.35,5.063,-1,-1,of-syn,teenagers_13_17,male,mst2,hispanic_latino,obese,short,indoor,static_wide,25fps_rt,low,rear,far
lie_down/lie_down_te_034,5,0.0,2.821,-1,-1,of-syn,teenagers_13_17,female,mst2,mena,normal,tall,indoor,static_wide,24fps_rt,high,front,far
lie_down/lie_down_te_034,6,2.821,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst2,mena,normal,tall,indoor,static_wide,24fps_rt,high,front,far
lie_down/lie_down_te_035,5,0.0,4.458,-1,-1,of-syn,teenagers_13_17,female,mst6,asian,underweight,short,outdoor,static_wide,25fps_rt,top,rear,medium
lie_down/lie_down_te_035,6,4.458,5.063,-1,-1,of-syn,teenagers_13_17,female,mst6,asian,underweight,short,outdoor,static_wide,25fps_rt,top,rear,medium
lie_down/lie_down_te_036,5,0.0,5.063,-1,-1,of-syn,teenagers_13_17,male,mst5,mena,overweight,avg,outdoor,static_wide,25fps_rt,high,left,medium
lie_down/lie_down_te_037,5,0.0,2.72,-1,-1,of-syn,teenagers_13_17,male,mst8,white,obese,avg,indoor,static_wide,24fps_rt,low,rear,medium
lie_down/lie_down_te_037,6,2.72,5.0625,-1,-1,of-syn,teenagers_13_17,male,mst8,white,obese,avg,indoor,static_wide,24fps_rt,low,rear,medium
lie_down/lie_down_te_038,5,0.0,3.317,-1,-1,of-syn,teenagers_13_17,female,mst6,nhpi,obese,avg,outdoor,static_wide,24fps_rt,top,front,far
lie_down/lie_down_te_038,6,3.317,5.063,-1,-1,of-syn,teenagers_13_17,female,mst6,nhpi,obese,avg,outdoor,static_wide,24fps_rt,top,front,far
lie_down/lie_down_te_039,5,0.0,4.94,-1,-1,of-syn,teenagers_13_17,male,mst3,hispanic_latino,obese,tall,indoor,static_medium_wide,30fps_rt,top,right,far
lie_down/lie_down_te_039,6,4.94,5.063,-1,-1,of-syn,teenagers_13_17,male,mst3,hispanic_latino,obese,tall,indoor,static_medium_wide,30fps_rt,top,right,far
lie_down/lie_down_te_040,5,0.0,1.18,-1,-1,of-syn,teenagers_13_17,female,mst3,white,normal,avg,indoor,static_wide,std_rt,low,front,far
lie_down/lie_down_te_040,6,1.18,4.7,-1,-1,of-syn,teenagers_13_17,female,mst3,white,normal,avg,indoor,static_wide,std_rt,low,front,far
lie_down/lie_down_te_040,7,4.7,5.0625,-1,-1,of-syn,teenagers_13_17,female,mst3,white,normal,avg,indoor,static_wide,std_rt,low,front,far
lie_down/lie_down_te_041,5,0.0,3.183,-1,-1,of-syn,teenagers_13_17,female,mst8,hispanic_latino,underweight,short,outdoor,static_wide,30fps_rt,high,front,far
lie_down/lie_down_te_041,6,3.183,5.063,-1,-1,of-syn,teenagers_13_17,female,mst8,hispanic_latino,underweight,short,outdoor,static_wide,30fps_rt,high,front,far
lie_down/lie_down_te_042,5,0.0,1.961,-1,-1,of-syn,teenagers_13_17,male,mst8,white,overweight,avg,indoor,static_medium_wide,std_rt,low,left,far
lie_down/lie_down_te_042,6,1.961,5.063,-1,-1,of-syn,teenagers_13_17,male,mst8,white,overweight,avg,indoor,static_medium_wide,std_rt,low,left,far
lie_down/lie_down_te_043,5,0.0,3.3,-1,-1,of-syn,teenagers_13_17,male,mst3,mena,normal,tall,outdoor,static_wide,25fps_rt,high,right,far
lie_down/lie_down_te_043,6,3.3,5.0625,-1,-1,of-syn,teenagers_13_17,male,mst3,mena,normal,tall,outdoor,static_wide,25fps_rt,high,right,far
lie_down/lie_down_te_044,5,0.0,4.368,-1,-1,of-syn,teenagers_13_17,female,mst5,hispanic_latino,overweight,avg,outdoor,static_medium_wide,25fps_rt,low,front,far
